C.D.S.  -  SIMBAD4 rel 1.7  -  2020.09.14CEST22:27:39

 IdentList
----------

 # ;typed ident;            identifier             ;typ;             all types             ;     coord1 (ICRS,J2000/2000)      ;      coord4 (Gal,J2000/2000)      ;        pm         ;  plx  ; radvel  ;  redshift  ;    cz    ;Mag U ;Mag B ;Mag V ;Mag R ;Mag I ;  spec. type   ;morph. type;#bib;#not
---;-----------;-----------------------------------;---;-----------------------------------;-----------------------------------;-----------------------------------;-------------------;-------;---------;------------;----------;------;------;------;------;------;---------------;-----------;----;----
157;HD 95089   ;HD 95089                           ;PM*;*,PM*,IR                           ;164.6989019504183 +01.7292148317783;251.4124608165251 +52.9434518041644;-35.732 -47.877    ;   7.28;8.44     ;0.000028    ;8.44      ;     ~; 8.897; 7.95 ;     ~;     ~;G8/K0IV        ;~ ~ ~      ;  36;   1
158;HD 199665  ;* 18 Del                           ;PM*;**,*,PM*,IR,X                      ;314.6080568629025 +10.8392850264606;058.6914669856375 -21.9748856822747;-50.034 -34.198    ;  13.09;4.35     ;0.000015    ;4.35      ;     ~; 6.432; 5.506;     ~;     ~;G6III          ;~ ~ ~      ;  73;   1
159;HD 3167    ;HD 3167                            ;PM*;*,PM*,IR                           ;008.7396849323167 +04.3814676478956;115.1103717986305 -58.2398012781877;107.409 -173.293   ;  21.12;19.46    ;0.000065    ;19.46     ;     ~;     ~;     ~; 8.4  ;     ~;K0V            ;~ ~ ~      ;  33;   0
160;HD 21693   ;HD 21693                           ;PM*;*,PM*,PM*,IR                       ;051.8020081913146 -58.3236800795914;272.9097716772733 -48.7247756656349; 248.654 94.648    ;  30.04;39.70    ;0.000132    ;39.70     ;     ~; 8.715; 7.94 ; 8.00 ; 8.61 ;G9IV-V         ;~ ~ ~      ;  54;   1
161;HD 10647   ;* q01 Eri                          ;PM*;*,*,PM*,IR,UV                      ;025.6221453427162 -53.7408308792417;286.8973642500674 -61.7694130918685;165.832 -105.515   ;  57.66;27.66    ;0.000092    ;27.66     ;     ~; 6.05 ; 5.52 ;     ~;     ~;F9V            ;~ ~ ~      ; 266;   1
162;HD 180902  ;HD 180902                          ;*  ;*,IR                               ;289.8237826728371 -23.5581564494219;014.3988408468741 -16.3297722900198; 37.839 -20.148    ;   9.53;-3.16    ;-0.000011   ;-3.16     ;     ~; 8.714; 7.78 ;     ~; 8.87 ;K0III/IV       ;~ ~ ~      ;  29;   1
163;HD 50554   ;HD 50554                           ;PM*;*,*,*,*,PM*,IR,UV                  ;103.6784426363379 +24.2455580535981;191.4101099806276 +11.4695752010870;-35.915 -96.881    ;  32.06;-3.80    ;-0.000013   ;-3.80     ;     ~; 7.41 ; 6.84 ;     ~;     ~;F8V            ;~ ~ ~      ; 168;   1
164;HD 160508  ;HD 160508                          ;PM*;*,PM*,IR                           ;264.8029024712642 +26.7575403100983;050.8493123507447 +26.8469906698577; 34.307 -66.686    ;   8.93;22.43    ;0.000075    ;22.43     ;     ~; 8.62 ; 8.11 ;     ~;     ~;F8V            ;~ ~ ~      ;  22;   0
165;HD 13908   ;HD 13908                           ;*  ;*,IR                               ;034.5606710280121 +65.5943586458656;131.7443517728723 +04.2187213334941; 22.950 -39.152    ;  12.54;15.78    ;0.000053    ;15.78     ;     ~; 8.04 ; 7.51 ;     ~;     ~;F8             ;~ ~ ~      ;  28;   1
166;HD 5319    ;HD 5319                            ;*  ;*,IR                               ;013.7558328440725 +00.7895558914942;124.8456238641616 -62.0688709013314; -5.398 -49.564    ;   8.21;0.45     ;0.000002    ;0.45      ;     ~; 9.03 ; 8.05 ;     ~;     ~;K0III          ;~ ~ ~      ;  80;   1
167;HD 99706   ;HD 99706                           ;PM*;*,PM*,IR                           ;172.1258904611338 +43.9665792773567;162.2667286840047 +66.2968983022183; 45.406 -87.500    ;   6.79;-30.07   ;-0.000100   ;-30.07    ;     ~; 8.646; 7.64 ;11.7  ;     ~;K0             ;~ ~ ~      ;  30;   1
168;HD 15779   ;* 75 Cet                           ;HB*;*,HB*,IR                           ;038.0392615436542 -01.0348956847439;169.9441614450437 -54.4416070149454;-23.619 -30.485    ;  12.03;-6.21    ;-0.000021   ;-6.21     ;     ~; 6.366; 5.358;10.0  ;     ~;K1III          ;~ ~ ~      ;  63;   1
169;HD 87883   ;HD 87883                           ;PM*;*,*,PM*,IR                         ;152.1797538006588 +34.2422635292617;191.1865108059878 +54.5404571216077;-64.565 -61.581    ;  54.64;9.32     ;0.000031    ;9.32      ;     ~; 8.54 ; 7.55 ;     ~;     ~;K0V            ;~ ~ ~      ;  84;   1
170;HD 108863  ;HD 108863                          ;PM*;*,PM*,IR                           ;187.5829586064475 +21.9482442795803;258.9853274290843 +82.9399839545971;-75.501 -33.669    ;   6.04;-27.83   ;-0.000093   ;-27.83    ;     ~; 8.71 ; 7.72 ;     ~;     ~;K0III-IV       ;~ ~ ~      ;  41;   1
171;HD 202696  ;HD 202696                          ;PM*;*,PM*,IR                           ;319.2248061681630 +27.2581219514428;075.0827682266905 -15.0855759209441;  47.016 36.413    ;   5.28;-34.45   ;-0.000115   ;-34.45    ;     ~; 9.23 ; 8.22 ;     ~;     ~;K0III-IV       ;~ ~ ~      ;  14;   0
172;HD 86226   ;HD 86226                           ;PM*;*,*,*,PM*,IR                       ;149.1243507313159 -24.0993877205311;259.3950771456895 +23.6293130628854;-177.111 46.867    ;  21.86;19.71    ;0.000066    ;19.71     ;     ~; 8.563; 7.93 ; 7.71 ;     ~;G2V            ;~ ~ ~      ;  50;   1
173;HD 93385   ;HD 93385                           ;PM*;*,*,PM*,IR                         ;161.5629834156583 -41.4643683645264;279.1005124125397 +15.5424586864120;-48.197 -54.727    ;  23.04;47.51    ;0.000158    ;47.51     ;     ~; 8.08 ; 7.486; 7.61 ; 8.82 ;G2/3V          ;~ ~ ~      ;  72;   1
174;HD 176986  ;HD 176986                          ;PM*;*,*,PM*,IR                         ;285.7744706585784 -11.0439253381447;024.3613375267449 -07.5719101266953;-126.942 -235.907  ;  35.96;37.67    ;0.000126    ;37.67     ;     ~; 9.39 ; 8.45 ;     ~;     ~;K2.5V          ;~ ~ ~      ;  44;   0
175;HD 148427  ;HD 148427                          ;RG*;*,RG*,IR                           ;247.1172957594471 -13.3996355289186;002.4174356064112 +23.5815434727887;  -37.203 2.888    ;  13.99;-34.62   ;-0.000115   ;-34.62    ;     ~; 7.85 ; 6.89 ;     ~;     ~;K0III/IV       ;~ ~ ~      ;  39;   1
176;HD 167042  ;HD 167042                          ;PM*;*,PM*,IR                           ;272.6318359115280 +54.2865536759383;082.5477289170908 +27.5472018517667;107.225 247.292    ;  20.11;-18.15   ;-0.000061   ;-18.15    ;     ~; 6.89 ;     ~; 5.4  ;     ~;K1III          ;~ ~ ~      ; 131;   1
177;HD 33142   ;HD 33142                           ;*  ;*,IR                               ;076.8980892201658 -13.9864822829658;214.3375727477407 -29.2264981985828;  -7.511 33.648    ;   8.21;33.78    ;0.000113    ;33.78     ;     ~; 8.905; 7.96 ;     ~;     ~;K0III          ;~ ~ ~      ;  31;   1
178;HD 114783  ;HD 114783                          ;PM*;*,PM*,IR                           ;198.1824400075900 -02.2650360946233;313.6693104314837 +60.1620792999343;-138.403 10.228    ;  47.45;-11.97   ;-0.000040   ;-11.97    ; 9.137; 8.469; 7.550; 7.053; 6.627;K1V            ;~ ~ ~      ; 158;   1
179;HD 15337   ;HD 15337                           ;PM*;*,*,PM*,PM*,IR                     ;036.8682422174977 -27.6352060323990;219.8596879548749 -68.7086574686086;-73.590 -211.614   ;  22.28;-3.88    ;-0.000013   ;-3.88     ;     ~; 9.95 ; 9.09 ;     ~;     ~;K1V            ;~ ~ ~      ;  53;   0
180;HD 106515 A;HD 106515A                         ;PM*;**,**,*,PM*,IR                     ;183.7773618080550 -07.2573200748458;287.2858167752129 +54.5070998600386;-251.577 -51.389   ;  29.30;21.6     ;0.000072    ;21.60     ;     ~; 8.79 ; 7.97 ;     ~;     ~;G5V            ;~ ~ ~      ;  16;   1
181;HD 147513  ;HD 147513                          ;PM*;**,*,PM*,V*,IR,UV,X                ;246.0053774876071 -39.1929818364547;341.6208628002490 +07.2126455138139;   74.146 3.666    ;  77.47;12.89    ;0.000043    ;12.89     ; 6.17 ; 6.02 ; 5.376;     ~;     ~;G5V            ;~ ~ ~      ; 310;   1
182;HD 117618  ;HD 117618                          ;PM*;*,*,PM*,IR                         ;203.1064816425708 -47.2713648289975;310.1114647049400 +15.0281985272554;25.247 -125.429    ;  26.44;1.18     ;0.000004    ;1.18      ;     ~; 7.77 ; 7.17 ;     ~;     ~;G0V            ;~ ~ ~      ;  99;   1
183;HD 209458  ;HD 209458                          ;V* ;*,V*,IR                            ;330.7948873328175 +18.8843189579108;076.7533207456460 -28.5269067211539; 29.579 -17.890    ;  20.67;-14.74   ;-0.000049   ;-14.74    ;     ~; 8.21 ; 7.63 ;     ~;     ~;F9V            ;~ ~ ~      ; 995;   1
184;HD 179070  ;HD 179070                          ;Ro*;*,*,*,*,*,*,Ro*,IR                 ;287.3618130838583 +38.7140153039750;069.8562686393279 +13.3367802848833;  27.951 28.585    ;   9.19;-18.79   ;-0.000063   ;-18.79    ;     ~; 8.767; 8.25 ; 8.00 ;     ~;F6IV           ;~ ~ ~      ; 136;   1
185;HD 86950   ;HD 86950                           ;*  ;*,IR                               ;150.4067037176971 -17.3330241454433;255.2327051607686 +29.4059868666628; -9.435 -10.620    ;   4.74;10.75    ;0.000036    ;10.75     ;     ~; 8.55 ; 7.46 ;     ~;     ~;K1III          ;~ ~ ~      ;  11;   0
186;HD 207229  ;HD 207229                          ;HB*;*,HB*,IR                           ;327.5005159682079 -64.7125381318128;327.4021294615249 -42.7982627208827; -0.703 -37.443    ;   9.48;-0.17    ;-0.000001   ;-0.17     ;     ~; 6.629; 5.620;     ~;     ~;K0III          ;~ ~ ~      ;  22;   0
187;HD 210702  ;HD 210702                          ;*  ;*,IR                               ;332.9638788522275 +16.0405544153392;076.2935136487033 -32.0210605304764; -3.241 -17.156    ;  18.42;16.39    ;0.000055    ;16.39     ;     ~; 6.896; 5.930;     ~;     ~;K0III          ;~ ~ ~      ;  82;   1
188;HD 119445  ;HD 119445                          ;PM*;*,PM*,IR                           ;205.6200268190662 +41.6742851550101;090.4921117578974 +72.0875478548578; -86.173 13.470    ;   4.61;-32.00   ;-0.000107   ;-32.00    ;     ~; 7.178; 6.289;     ~;     ~;G6III          ;~ ~ ~      ;  27;   0
189;HD 108341  ;HD 108341                          ;PM*;*,*,PM*,IR                         ;186.8808045312329 -71.4229811956295;301.0085057983036 -08.6405968902221;-120.764 114.186   ;  20.42;56.66    ;0.000189    ;56.67     ;     ~;10.29 ; 9.36 ;     ~;     ~;K2V            ;~ ~ ~      ;  36;   0
190;HD 25015   ;HD 25015                           ;PM*;*,PM*,IR                           ;059.4330013909993 -20.2677925503071;214.1304387429377 -47.0438000465183;118.715 106.331    ;  26.69;28.15    ;0.000094    ;28.15     ;     ~; 9.75 ; 8.82 ;     ~;     ~;K2Vk:Fe-0.5    ;~ ~ ~      ;  19;   0
191;HD 102195  ;HD 102195                          ;PM*;*,PM*,PM*,V*,IR,X                  ;176.4262199166142 +02.8214794864683;267.2181250888303 +61.0500207267608;-188.735 -113.403  ;  34.06;2.05     ;0.000007    ;2.05      ;     ~;     ~;     ~; 7.6  ;     ~;K0V            ;~ ~ ~      ; 106;   1
192;HD 20003   ;HD 20003                           ;PM*;*,PM*,IR                           ;046.9079887557737 -72.3218876753800;289.8768115692392 -41.1764648803086;  71.893 -7.995    ;  23.88;-16.17   ;-0.000054   ;-16.17    ;     ~; 9.140; 8.37 ; 8.02 ; 8.63 ;G8V            ;~ ~ ~      ;  53;   1
193;HD 219666  ;HD 219666                          ;PM*;*,PM*,PM*,PM*,IR                   ;349.5567912395630 -56.9038988490305;325.6110397968664 -55.9280468512279;313.918 -20.177    ;  10.59;-19.96   ;-0.000067   ;-19.96    ;     ~;10.60 ; 9.81 ;     ~;     ~;G5V            ;~ ~ ~      ;   7;   0
194;HD 44219   ;HD 44219                           ;PM*;*,PM*,IR                           ;095.0596800347313 -10.7250086084178;219.0779092304918 -11.7433914361233; 72.349 -16.568    ;  18.87;-12.14   ;-0.000040   ;-12.14    ;     ~; 8.36 ; 7.70 ;     ~;     ~;G3V            ;~ ~ ~      ;  48;   1
195;HD 45184   ;HD 45184                           ;PM*;*,PM*,PM*,IR,UV                    ;096.1828322736221 -28.7801156260392;236.6254045096858 -18.0728847348966;-165.257 -121.826  ;  45.52;-3.83    ;-0.000013   ;-3.83     ;     ~; 7.01 ; 6.39 ; 6.24 ; 8.94 ;G2Va           ;~ ~ ~      ; 163;   1
196;HD 35759   ;HD 35759                           ;PM*;**,*,PM*,IR                        ;082.8889533190342 +64.3187750134169;148.0303688368146 +16.2133266374401;-29.159 -92.846    ;  14.01;-12.62   ;-0.000042   ;-12.62    ;     ~; 8.33 ; 7.74 ;     ~;     ~;G0             ;~ ~ ~      ;  19;   0
197;HD 8535    ;HD 8535                            ;PM*;*,*,PM*,IR                         ;020.9051502042929 -41.2698000082367;279.9204575793194 -74.3889614082382; 57.642 -69.838    ;  18.01;2.39     ;0.000008    ;2.39      ;     ~; 8.25 ; 7.69 ;     ~;     ~;G0V            ;~ ~ ~      ;  49;   1
198;HD 231701  ;HD 231701                          ;PM*;*,*,PM*,IR                         ;293.0173375531905 +16.4742891950244;052.1750662705605 -01.2150592401465;  63.363 15.650    ;   9.16;-63.36   ;-0.000211   ;-63.35    ;     ~; 9.486; 8.97 ;     ~;     ~;F8V            ;~ ~ ~      ;  41;   1
199;HD 221287  ;HD 221287                          ;PM*;*,*,PM*,IR                         ;352.8347424472412 -58.2097312297692;321.7030836915421 -55.9029545243843; 181.160 -5.297    ;  17.85;-21.96   ;-0.000073   ;-21.96    ;     ~; 8.31 ; 7.81 ;     ~;     ~;F7V            ;~ ~ ~      ;  61;   1
200;HD 147506  ;HD 147506                          ;*  ;*,IR                               ;245.1514913102025 +41.0480858455397;065.0210226822178 +45.2322507593724;-10.312 -29.198    ;   7.80;-20.36   ;-0.000068   ;-20.36    ;     ~; 9.15 ; 8.69 ;     ~;     ~;F8V            ;~ ~ ~      ; 139;   2
201;HD 330075  ;HD 330075                          ;PM*;*,PM*,PM*,IR                       ;237.4070576015929 -49.9635214135367;329.8067519515287 +03.3761333478283;-232.760 -92.540   ;  22.05;61.20    ;0.000204    ;61.21     ;     ~;10.23 ; 9.33 ;     ~;     ~;G5             ;~ ~ ~      ;  75;   1
202;HD 4313    ;HD 4313                            ;*  ;*,IR                               ;011.4181565450862 +07.8450200743508;120.4421174256490 -54.9988561945424;   -6.074 6.769    ;   7.31;14.67    ;0.000049    ;14.67     ;     ~; 8.788; 7.82 ;     ~;     ~;G5             ;~ ~ ~      ;  35;   1
203;HD 98219   ;HD 98219                           ;PM*;*,PM*,IR                           ;169.4481380387192 -23.9754153272781;276.9205477344464 +34.1227263606848;-130.770 -16.887   ;   8.77;-10.30   ;-0.000034   ;-10.30    ;     ~; 8.992; 8.03 ;     ~;     ~;K0III/IV       ;~ ~ ~      ;  26;   1
204;HD 73267   ;HD 73267                           ;PM*;*,PM*,IR                           ;129.0740670767887 -34.4599775697056;255.0862673999653 +03.7923968008314;-106.233 123.257   ;  19.81;51.84    ;0.000173    ;51.84     ;     ~; 9.66 ; 8.87 ;     ~;     ~;K0V            ;~ ~ ~      ;  47;   1
205;HD 12484   ;HD 12484                           ;*  ;*,IR,X                             ;030.6113753768954 +02.8158543623081;155.4614329080957 -55.5062320330616; 36.368 -10.811    ;  20.66;4.89     ;0.000016    ;4.89      ;     ~; 8.83 ; 8.17 ;     ~;     ~;G1/2V          ;~ ~ ~      ;  30;   0
206;HD 159243  ;HD 159243                          ;PM*;*,PM*,IR                           ;263.3397742313454 +05.7007317180703;029.0767460362176 +19.9497528085332; -54.948 21.769    ;  13.61;-22.75   ;-0.000076   ;-22.75    ;     ~; 9.19 ; 8.65 ;     ~;     ~;G0             ;~ ~ ~      ;  22;   1
207;HD 155233  ;HD 155233                          ;RG*;*,RG*,IR                           ;257.7681844075387 -20.6545682027617;002.6485125226140 +11.0876865545044;-9.847 -138.389    ;  13.44;-10.42   ;-0.000035   ;-10.42    ;     ~; 7.843; 6.818;     ~;     ~;K1III          ;~ ~ ~      ;  18;   0
208;HD 10442   ;HD 10442                           ;*  ;*,IR                               ;025.4714284740302 +02.7043809627476;147.0801313657722 -57.7826637805485;   22.153 8.909    ;   7.36;7.94     ;0.000026    ;7.94      ;     ~; 8.77 ; 7.84 ;     ~;     ~;K0IV           ;~ ~ ~      ;  17;   0
209;HD 168443  ;HD 168443                          ;PM*;*,PM*,PM*,IR                       ;275.0163882350066 -09.5957248100211;020.8147921529875 +02.5068499036536;-91.685 -224.285   ;  25.21;-48.29   ;-0.000161   ;-48.28    ;     ~; 7.62 ; 6.92 ;     ~;     ~;G6V            ;~ ~ ~      ; 278;   1
210;HD 106270  ;HD 106270                          ;PM*;*,PM*,IR                           ;183.4053581256638 -09.5133818576553;287.5956851958757 +52.2287047361268;-99.035 -42.431    ;  10.63;24.45    ;0.000082    ;24.45     ;     ~; 8.319; 7.58 ;     ~;     ~;G5IV           ;~ ~ ~      ;  43;   1
211;HD 95128   ;* 47 UMa                           ;PM*;*,*,*,PM*,PM*,IR,UV                ;164.8665577687050 +40.4302562191439;175.7824317599377 +63.3690612376341;-317.642 55.014    ;  72.45;11.14    ;0.000037    ;11.14     ;     ~; 5.66 ;     ~; 4.7  ;     ~;G1-VFe-0.5     ;~ ~ ~      ; 714;   1
212;HD 8574    ;HD 8574                            ;PM*;*,*,PM*,PM*,IR,UV                  ;021.3021482789275 +28.5666948621656;131.8502862175614 -33.7195653346457;251.399 -157.461   ;  22.28;18.84    ;0.000063    ;18.84     ;     ~;     ~;     ~; 6.8  ;     ~;F8             ;~ ~ ~      ; 132;   1
213;HD 146389  ;HD 146389                          ;*  ;*,*,IR                             ;243.9598552680042 +10.0325790004956;023.5283451798778 +39.0328119838721;-31.073 -39.171    ;   7.31;-9.80    ;-0.000033   ;-9.80     ;     ~; 9.866; 9.39 ; 9.22 ;     ~;F8             ;~ ~ ~      ;  40;   1
214;HD 111591  ;HD 111591                          ;PM*;*,PM*,IR                           ;192.5720641796367 +22.8634107297558;299.3750621328644 +85.7272186554674;103.616 -65.546    ;   8.73;5.78     ;0.000019    ;5.78      ;     ~; 7.43 ; 6.43 ;     ~;     ~;K0III          ;~ ~ ~      ;  31;   0
215;HD 100655  ;HD 100655                          ;PM*;*,PM*,IR                           ;173.7656374260267 +20.4415454643903;229.7987966899058 +71.3191633009197; -59.695 -1.047    ;   7.26;-4.85    ;-0.000016   ;-4.85     ;     ~; 7.468; 6.438; 6.37 ;     ~;G9III          ;~ ~ ~      ;  30;   1
216;HD 4732    ;HD 4732                            ;PM*;**,**,DNe,*,*,PM*,IR               ;012.3081268338875 -24.1366647007811;113.3772113197534 -86.9674121641810; 80.969 -56.494    ;  18.22;25.00    ;0.000083    ;25.00     ;     ~; 6.84 ; 5.90 ; 7.09 ;     ~;K0III          ;~ ~ ~      ;  45;   1
217;HD 195019  ;HD 195019                          ;PM*;**,*,PM*,PM*,PM*,IR                ;307.0776527214033 +18.7694944267753;061.1559891795382 -11.4756275145752;349.644 -56.571    ;  26.52;-91.29   ;-0.000304   ;-91.28    ; 7.730;     ~;     ~; 6.5  ;     ~;G1V            ;~ ~ ~      ; 230;   1
218;HD 116029  ;HD 116029                          ;PM*;*,PM*,IR                           ;200.1647592044275 +24.6486972043633;013.8854406515493 +82.9772637435721;-14.495 -52.193    ;   8.09;-6.42    ;-0.000021   ;-6.42     ;     ~; 8.89 ; 7.89 ;     ~;     ~;K1IV           ;~ ~ ~      ;  31;   1
219;HD 93083   ;HD 93083                           ;PM*;*,PM*,IR                           ;161.0871463646325 -33.5770239571814;274.6452385749987 +22.2214942067875;-92.721 -152.238   ;  35.04;43.59    ;0.000145    ;43.59     ;     ~; 9.27 ; 8.33 ;     ~;     ~;K2IV-V         ;~ ~ ~      ;  87;   1
220;HD 211810  ;HD 211810                          ;PM*;*,PM*,PM*,IR                       ;334.5272472468988 +61.1344362806594;105.4744361532052 +03.5720059468592;159.797 128.877    ;  15.44;-36.50   ;-0.000122   ;-36.50    ;     ~;     ~;     ~; 8.1  ;     ~;G5             ;~ ~ ~      ;  15;   0
221;HD 122194  ;HD 122194                          ;PM*;*,PM*,IR                           ;210.2650364368655 -32.7569500346517;319.4650502549732 +27.8697641689933;-122.838 -120.353  ;  10.01;1.10     ;0.000004    ;1.10      ;     ~;10.04 ; 9.36 ;     ~;     ~;G3V            ;~ ~ ~      ;  39;   0
222;HD 10180   ;HD 10180                           ;*  ;*,*,IR                             ;024.4732390483054 -60.5115237328944;292.8053574806668 -55.6940098844040;  -14.377 8.274    ;  25.64;35.46    ;0.000118    ;35.46     ;     ~; 7.95 ; 7.32 ;     ~;     ~;G1V            ;~ ~ ~      ; 152;   2
223;HD 13931   ;HD 13931                           ;PM*;*,*,PM*,IR                         ;034.1974100466637 +43.7729971122997;138.8316704187129 -16.4479471931114;98.797 -183.625    ;  21.07;30.57    ;0.000102    ;30.57     ;     ~;     ~;     ~; 7.2  ;     ~;G0             ;~ ~ ~      ;  68;   1
224;HD 208487  ;HD 208487                          ;PM*;*,*,PM*,IR                         ;329.3326980802066 -37.7636244413153;005.4111345479536 -52.1271895588324;101.138 -118.666   ;  22.12;5.58     ;0.000019    ;5.58      ;     ~; 8.02 ; 7.47 ;     ~;     ~;G1/3(V)        ;~ ~ ~      ;  95;   1
225;HD 162004  ;* psi01 Dra B                      ;PM*;**,*,PM*,IR                        ;265.4921006588638 +72.1568990686700;102.9775344286360 +31.0276448758753;33.786 -275.856    ;  43.99;-10.85   ;-0.000036   ;-10.85    ;     ~; 6.32 ;     ~; 5.2  ;     ~;F8V            ;~ ~ ~      ; 128;   0
226;HD 62509   ;* bet Gem                          ;PM*;**,**,*,*,PM*,PM*,V*,IR,UV,X       ;116.32895777 +28.02619889          ;192.22928086 +23.40626629          ; -626.55 -45.80    ;  96.54;3.39     ;0.000011    ;3.39      ; 3.00 ; 2.14 ; 1.14 ; 0.39 ;-0.11 ;K0IIIb         ;~ ~ ~      ;1048;   1
227;HD 32963   ;HD 32963                           ;PM*;*,PM*,IR                           ;076.9823500855612 +26.3279647906403;177.5317245656661 -08.3896506056619;-69.836 -66.019    ;  26.23;-62.40   ;-0.000208   ;-62.39    ;     ~; 8.22 ; 7.59 ;     ~;     ~;G5IV           ;~ ~ ~      ;  86;   0
228;HD 186427  ;* 16 Cyg B                         ;PM*;**,*,*,PM*,PM*,IR                  ;295.4665549293958 +50.5175239242283;083.3364875698429 +13.2042615085702;-134.791 -162.493  ;  47.28;-27.73   ;-0.000092   ;-27.73    ; 7.07 ; 6.86 ; 6.20 ; 5.76 ; 5.42 ;G3V            ;~ ~ ~      ; 797;   1
229;HD 9446    ;HD 9446                            ;PM*;*,PM*,PM*,IR                       ;023.3341034208646 +29.2651497187028;133.7977971623913 -32.7210373310295;190.249 -53.650    ;  19.83;21.67    ;0.000072    ;21.67     ;     ~; 9.03 ;     ~; 8.0  ;     ~;G5V            ;~ ~ ~      ;  50;   1
230;HD 39091   ;* pi. Men                          ;PM*;*,*,PM*,PM*,IR,UV,X                ;084.2911880010838 -80.4691198186792;292.5134935364517 -29.7763187519082;311.187 1048.845   ;  54.71;10.60    ;0.000035    ;10.60     ;     ~; 6.25 ; 5.67 ;     ~;     ~;G0V            ;~ ~ ~      ; 235;   1
231;HD 175289  ;HD 175289                          ;Ro*;**,**,*,*,Ro*,IR                   ;283.1506693390434 +45.1398175508681;074.8135885324154 +18.6644115755361;  61.515 61.846    ;   6.75;-48.4    ;-0.000161   ;-48.40    ;     ~; 9.95 ; 9.50 ; 9.44 ;     ~;F6IV           ;~ ~ ~      ;  82;   0
232;HD 142     ;HD 142                             ;PM*;**,*,*,PM*,PM*,IR,UV               ;001.57989767 -49.07518936          ;321.58715538 -66.38663797          ;  575.29 -39.19    ;  38.89;6.00     ;0.000020    ;6.00      ;     ~; 6.30 ; 5.76 ;     ~;     ~;F7V            ;~ ~ ~      ; 210;   1
233;HD 206610  ;HD 206610                          ;*  ;*,IR                               ;325.8537513363312 -07.4082533610697;047.8766006323645 -41.3481737465771;    1.979 1.918    ;   6.77;-18.31   ;-0.000061   ;-18.31    ;     ~; 9.38 ; 8.35 ;     ~; 8.76 ;K0III          ;~ ~ ~      ;  30;   1
234;HD 11964   ;HD 11964                           ;PM*;**,*,PM*,IR,UV                     ;029.2900307064617 -10.2424254905947;168.5776307688751 -67.0904399224630;-366.957 -242.431  ;  29.79;-9.33    ;-0.000031   ;-9.33     ;     ~; 7.25 ; 6.42 ;     ~;     ~;G9VCN+1        ;~ ~ ~      ; 150;   1
235;HD 147018  ;HD 147018                          ;PM*;*,PM*,PM*,IR                       ;245.7506125850125 -61.6887674689858;325.4118614527213 -08.4405406601758;-177.498 -316.244  ;  24.71;-27.38   ;-0.000091   ;-27.38    ;     ~; 9.07 ; 8.30 ;     ~;     ~;G8/K0V         ;~ ~ ~      ;  49;   1
236;HD 109271  ;HD 109271                          ;PM*;*,PM*,IR                           ;188.3981428944063 -11.6218686534172;295.9767635294459 +51.0087311454568;-169.693 80.882    ;  17.87;-4.97    ;-0.000017   ;-4.97     ;     ~; 8.71 ; 8.05 ;     ~;     ~;G3/5V          ;~ ~ ~      ;  40;   1
237;HD 120066  ;HD 120066                          ;PM*;*,PM*,PM*,PM*,IR,UV                ;206.7380105376938 +06.3503739304750;337.8485893015347 +65.3868052915965;-510.447 -110.225  ;  31.76;-30.53   ;-0.000102   ;-30.53    ;     ~; 6.96 ;     ~; 5.9  ;     ~;G0V            ;~ ~ ~      ; 131;   0
238;HD 109246  ;HD 109246                          ;PM*;*,PM*,IR                           ;188.0299524581037 +74.4895473424886;124.6838575559753 +42.5729257347029;-171.944 -48.645   ;  14.71;-19.54   ;-0.000065   ;-19.54    ;     ~;     ~;     ~; 8.43 ;     ~;G0V            ;~ ~ ~      ;  25;   1
239;HD 94834   ;HD 94834                           ;PM*;*,PM*,IR                           ;164.3129762444419 +24.1427819828443;213.1286627464191 +64.1463116443332; -72.056 36.095    ;  10.16;2.91     ;0.000010    ;2.91      ;     ~; 8.60 ; 7.61 ;     ~;     ~;K1IV           ;~ ~ ~      ;  16;   0
240;HD 142091  ;* kap CrB                          ;PM*;**,*,PM*,PM*,IR,UV                 ;237.8080477854217 +35.6573790915731;057.0170076814998 +51.0412902448978;-8.792 -347.766    ;  33.23;-25.00   ;-0.000083   ;-24.99    ; 6.69 ; 5.82 ; 4.82 ; 4.06 ; 3.57 ;K1IVa          ;~ ~ ~      ; 233;   1
241;HD 180314  ;HD 180314                          ;PM*;IR,X,*,PM*                         ;288.7092033158771 +31.8603498522339;064.0104237411286 +09.4188362092600;  46.712 20.727    ;   8.14;-73.19   ;-0.000244   ;-73.18    ;     ~; 7.63 ; 6.608; 6.41 ;     ~;K0             ;~ ~ ~      ;  34;   1
242;HD 157172  ;HD 157172                          ;PM*;*,PM*,IR                           ;260.6440248501946 -19.6161809733967;005.0595947611563 +09.4324650134611; 2.428 -138.508    ;  30.27;-78.99   ;-0.000263   ;-78.98    ;     ~; 8.637; 7.86 ; 7.60 ; 8.58 ;G8.5V          ;~ ~ ~      ;  61;   1
243;HD 220773  ;HD 220773                          ;PM*;*,*,PM*,IR                         ;351.6143533656917 +08.6438442313014;090.0397509783797 -48.7248988954892;27.119 -222.294    ;  19.77;-37.74   ;-0.000126   ;-37.73    ;     ~;     ~;     ~; 6.97 ;     ~;G0             ;~ ~ ~      ;  49;   1
