recno,Star,Teff,e_Teff,logg,e_logg,loggHIP,e_loggHIP,[Fe/H],e_[Fe/H],vtur,e_vtur,loggcor,SimbadName,_RA,_DE
897,"HD177122",6021,18.0,4.52,0.03,4.48,0.07,-0.1,0.01,1.03,0.02,4.42,"HD177122",286.17282,-31.37269
965,"HD181428",6151,30.0,4.45,0.06,4.26,0.04,0.06,0.02,1.29,0.03,4.31,"HD181428",290.41403,-29.60546
118,"HD177033",4764,52.8,4.22,0.29,4.66,0.11,-0.18,0.03,0.38,0.18,4.46,"HD177033",286.02771,-28.20308
1020,"HD179949",6287,28.0,4.54,0.04,4.42,0.03,0.21,0.02,1.36,0.03,4.34,"HD179949",288.88846,-24.17935
108,"HIP96240",4731,47.7,4.33,0.14,4.54,0.14,-0.14,0.02,0.47,0.2,4.58,"HIP96240",293.54094,-23.01657
389,"HD197823",5396,32.0,4.41,0.06,4.52,0.06,0.12,0.02,0.82,0.05,4.47,"HD197823",311.81925,-35.15408
221,"HD200143",4998,59.6,4.39,0.11,4.49,0.12,0.01,0.03,0.7,0.11,4.55,"HD200143",315.67169,-34.81293
911,"HD200538",6042,18.0,4.38,0.03,4.27,0.06,0.1,0.01,1.22,0.02,4.27,"HD200538",316.27047,-32.82617
296,"HD203897",5180,32.9,4.45,0.07,4.64,0.09,-0.18,0.02,0.6,0.06,4.55,"HD203897",321.48336,-31.18278
643,"HD197083",5735,16.0,4.5,0.02,4.36,0.12,-0.45,0.01,0.9,0.02,4.47,"HD197083",310.61447,-33.32865
71,"HIP102025",4650,57.2,4.31,0.19,4.5,0.13,-0.26,0.05,0.45,0.26,4.59,"HIP102025",310.12733,-30.05201
714,"HD199604",5817,22.0,4.34,0.03,4.22,0.1,-0.62,0.02,1.04,0.04,4.29,"HD199604",314.77198,-25.38083
739,"HD201422",5841,35.0,4.63,0.04,4.55,0.07,-0.16,0.03,0.98,0.05,4.57,"HD201422",317.53303,-24.8231
858,"HD201496",5974,26.0,4.44,0.03,4.39,0.07,-0.04,0.02,1.12,0.03,4.35,"HD201496",317.66946,-23.31153
899,"HD197300",6022,42.0,4.69,0.04,4.59,0.08,0.02,0.03,1.21,0.05,4.59,"HD197300",310.89221,-24.69173
887,"HD196800",6010,19.0,4.37,0.03,4.35,0.03,0.19,0.01,1.17,0.02,4.27,"HD196800",310.09306,-24.11803
621,"HD207832",5718,27.0,4.45,0.04,4.56,0.07,0.15,0.02,0.86,0.04,4.42,"HD207832",328.15118,-26.02656
211,"HD211188",4976,42.7,4.3,0.11,4.57,0.1,-0.16,0.02,0.4,0.11,4.47,"HD211188",333.93552,-18.14472
978,"HD207190",6178,26.0,4.33,0.03,4.17,0.07,-0.42,0.02,1.51,0.04,4.18,"HD207190",326.91728,-19.57782
166,"HD203771",4882,85.4,4.35,0.2,4.61,0.1,0.11,0.04,0.46,0.22,4.55,"HD203771",321.25765,-23.3189
687,"HD204313",5776,22.0,4.38,0.02,4.4,0.04,0.18,0.02,1.0,0.02,4.34,"HD204313",322.05086,-21.72626
220,"HD204941",4997,36.0,4.36,0.1,4.59,0.05,-0.2,0.02,0.44,0.11,4.52,"HD204941",323.09796,-20.95742
661,"HD202206",5757,25.0,4.47,0.03,4.47,0.05,0.29,0.02,1.01,0.03,4.43,"HD202206",318.7407,-20.78921
884,"HD208068",6007,22.0,4.64,0.02,4.55,0.08,-0.38,0.02,1.17,0.04,4.54,"HD208068",328.51612,-17.16146
476,"HD207583",5534,27.0,4.46,0.03,4.55,0.05,0.01,0.02,0.99,0.04,4.48,"HD207583",327.59626,-16.19653
727,"HD208704",5826,11.0,4.38,0.01,4.34,0.04,-0.09,0.01,1.04,0.01,4.33,"HD208704",329.60135,-12.66466
271,"HD192310",5099,65.0,4.43,0.13,4.53,0.03,-0.03,0.04,0.73,0.13,4.56,"HD192310",303.82246,-27.03298
862,"HD193193",5979,13.0,4.4,0.02,4.28,0.04,-0.05,0.01,1.15,0.01,4.31,"HD193193",304.93827,-25.2286
990,"HD191033",6206,45.0,4.47,0.05,4.32,0.05,-0.19,0.03,1.35,0.06,4.31,"HD191033",302.14955,-23.59054
403,"HD196761",5415,16.0,4.43,0.03,4.5,0.01,-0.31,0.01,0.76,0.03,4.48,"HD196761",310.04898,-23.77387
1053,"HD196384",6611,69.0,4.79,0.05,4.42,0.05,-0.13,0.04,1.78,0.12,4.46,"HD196384",309.43102,-22.44286
88,"BD-195953",4678,47.2,4.33,0.18,4.52,0.09,-0.11,0.03,0.42,0.21,4.6,"BD-195953",313.45621,-18.78932
926,"HD196892",6072,56.0,4.5,0.03,4.24,0.08,-0.89,0.03,1.21,0.12,4.38,"HD196892",310.20575,-18.79258
519,"HD193901",5611,34.0,4.41,0.05,4.47,0.06,-1.07,0.03,0.54,0.11,4.41,"HD193901",305.89936,-21.37062
169,"HD189242",4891,47.0,4.44,0.1,4.53,0.08,-0.38,0.02,0.51,0.14,4.64,"HD189242",299.94137,-20.21041
259,"HD189004",5079,38.4,4.34,0.08,4.43,0.11,-0.09,0.02,0.74,0.07,4.47,"HD189004",299.66627,-19.93564
744,"HD189625",5846,22.0,4.43,0.03,4.48,0.03,0.18,0.02,1.03,0.02,4.37,"HD189625",300.38667,-16.86899
303,"HD192031",5215,16.0,4.39,0.05,4.5,0.05,-0.84,0.01,0.04,0.49,4.49,"HD192031",303.3441,-15.43211
723,"HD190524",5825,20.0,4.5,0.03,4.44,0.08,-0.13,0.01,0.85,0.03,4.45,"HD190524",301.45291,-15.75622
686,"HD190613",5776,18.0,4.33,0.03,4.32,0.07,0.0,0.01,0.95,0.02,4.29,"HD190613",301.59955,-14.91213
13,"HD191285",4492,76.3,4.22,0.31,4.6,0.07,-0.25,0.04,0.34,0.41,4.55,"HD191285",302.40195,-14.28691
60,"HD191902",4626,56.8,4.19,0.17,4.4,0.13,-0.16,0.03,0.33,0.26,4.48,"HD191902",303.17392,-13.20166
745,"HD198075",5846,18.0,4.56,0.02,4.57,0.05,-0.24,0.01,0.95,0.03,4.5,"HD198075",312.06329,-12.4543
1002,"HD206116",6231,38.0,4.57,0.04,4.32,0.07,0.24,0.03,1.36,0.04,4.4,"HD206116",325.04935,-9.79471
121,"HD201161",4772,34.5,4.25,0.13,4.58,0.08,0.01,0.03,0.17,0.3,4.49,"HD201161",317.01794,-9.16693
712,"HD197197",5812,16.0,4.2,0.02,4.04,0.09,-0.46,0.01,1.25,0.02,4.15,"HD197197",310.65491,-13.09481
380,"HD196397",5378,63.0,4.33,0.1,4.52,0.11,0.29,0.04,0.68,0.11,4.39,"HD196397",309.35649,-11.87106
944,"HD197536",6105,24.0,4.39,0.03,4.19,0.09,-0.41,0.02,1.34,0.04,4.27,"HD197536",311.15442,-10.49477
582,"HD195564",5676,16.0,4.03,0.02,4.0,0.01,0.06,0.01,1.11,0.01,4.01,"HD195564",308.09873,-9.85338
191,"HD193844",4933,41.0,4.38,0.11,4.57,0.06,-0.34,0.02,0.48,0.13,4.56,"HD193844",305.67448,-10.30186
963,"HD199086",6149,39.0,4.65,0.05,4.43,0.06,0.18,0.03,1.21,0.05,4.51,"HD199086",313.76402,-7.17868
755,"HD200633",5853,22.0,4.51,0.03,4.47,0.08,0.05,0.02,1.01,0.03,4.45,"HD200633",316.18395,-4.8289
856,"HD199960",5973,26.0,4.39,0.05,4.28,0.02,0.28,0.02,1.13,0.03,4.3,"HD199960",315.141,-4.73026
502,"HD197210",5577,20.0,4.42,0.04,4.48,0.04,-0.03,0.01,0.86,0.02,4.43,"HD197210",310.62253,-5.30124
