recno,Star,Teff,logg,[Fe/H],Age,e_Age,vsini,vmac,[S/Fe],e_[S/Fe],o_[S/Fe],Planet,Pop,S/N,SimbadName,_RA,_DE
472,"HD98284",5913.0,4.45,-0.84,12.367,0.9,1.819,3.544,0.255,0.119,"2","none","thick",160.18,"HD98284",169.49242,-36.5966
216,"HD94771",5631.0,4.03,0.22,5.733,0.391,2.559,3.732,-0.063,0.031,"2","none","thin ",437.63,"HD94771",163.97481,-35.11435
48,"HD85390",5135.0,4.44,-0.09,6.459,4.804,0.375,2.538,0.106,0.079,"2","jup ","thin ",794.55,"HD85390",147.5104,-49.79027
612,"HD84627B",6113.0,4.38,-0.28,6.248,1.282,1.382,4.339,0.07,0.032,"2","none","thin ",134.73,"HD84627",146.26525,-49.48536
461,"HD83529",5902.0,4.28,-0.22,8.954,1.458,0.724,3.853,-0.007,0.028,"2","none","thin ",627.64,"HD83529",144.36941,-49.99093
21,"HD82516",5041.0,4.62,0.02,5.992,4.722,0.509,2.219,0.112,0.156,"2","none","thin ",501.34,"HD82516",142.747,-47.38418
514,"HD84305",5963.0,4.42,-0.23,5.941,2.247,1.84,3.753,0.001,0.035,"2","none","thin ",117.03,"HD84305",145.77172,-43.27229
159,"HD83443",5511.0,4.46,0.34,2.638,2.489,1.539,2.692,0.022,0.058,"2","jup ","thin ",798.69,"HD83443",144.29928,-43.2722
332,"HD78429",5760.0,4.29,0.09,7.426,1.524,1.881,3.471,-0.017,0.025,"2","none","thin ",1613.52,"HD78429",136.6618,-43.49198
392,"HD79601",5825.0,4.27,-0.59,12.839,0.493,1.792,3.666,0.123,0.046,"2","none","thick",535.76,"HD79601",138.43595,-42.31041
122,"HD85119",5425.0,4.57,-0.2,4.975,4.144,2.566,2.378,-0.147,0.082,"2","none","thin ",639.5,"HD85119",147.20872,-37.30965
439,"HD88218",5878.0,4.09,-0.14,7.329,0.354,1.8,4.166,-0.026,0.026,"2","none","thin ",235.58,"HD88218",152.38237,-35.85678
23,"HD93083",5048.0,4.46,0.08,5.485,4.612,0.398,2.534,0.084,0.1,"2","jup ","hamr ",850.14,"HD93083",161.08715,-33.57702
587,"HD93745",6065.0,4.23,0.12,3.985,0.745,3.682,4.467,-0.075,0.034,"2","none","thin ",124.9,"HD93745",162.25216,-31.05914
675,"HD95456",6276.0,4.16,0.16,2.13,0.505,1.84,5.431,-0.052,0.027,"2","none","thin ",2014.62,"HD95456",165.16993,-31.83937
410,"HD96700",5845.0,4.33,-0.18,9.066,1.727,1.548,3.598,0.002,0.03,"2","nept","thin ",860.86,"HD96700",166.97678,-30.17457
529,"HD88742",5981.0,4.43,-0.02,1.596,1.308,0.668,3.789,0.004,0.023,"2","none","thin ",1247.78,"HD88742",153.35304,-33.03172
491,"HD86652",5934.0,4.39,0.13,1.595,1.334,2.765,3.725,0.008,0.021,"2","none","thin ",122.53,"HD86652",149.78331,-33.51712
195,"HD90156",5599.0,4.48,-0.24,8.074,3.818,0.817,2.779,-0.055,0.044,"2","nept","thin ",373.55,"HD90156",155.98031,-29.64553
224,"HD87320",5639.0,4.4,-0.17,10.904,1.982,1.668,3.007,0.044,0.048,"2","none","hamr ",97.32,"HD87320",150.90576,-29.04334
45,"HD90812",5118.0,4.47,-0.38,9.007,4.019,0.37,2.483,0.097,0.11,"2","none","thin ",346.65,"HD90812",157.17868,-27.36604
333,"HD90702",5760.0,4.52,0.2,1.347,1.228,2.054,3.011,0.022,0.034,"2","none","thin ",103.51,"HD90702",156.98257,-21.70161
225,"HD49035",5640.0,4.34,0.24,4.834,2.679,2.869,3.128,-0.037,0.032,"2","none","thin ",239.31,"HD49035",100.59686,-61.22497
580,"HD44120",6052.0,4.14,0.12,4.105,0.755,2.412,4.602,-0.056,0.018,"2","none","thin ",610.66,"HD44120",94.07828,-59.2135
391,"HD48115",5825.0,4.43,-0.19,3.742,2.813,2.306,3.346,-0.065,0.042,"2","none","thin ",351.97,"HD48115",99.50209,-59.77343
88,"HD51608",5358.0,4.42,-0.07,8.489,4.14,0.685,2.625,-0.044,0.046,"2","nept","thin ",713.05,"HD51608",103.71392,-55.25933
524,"CD-571633",5975.0,4.37,-0.85,11.629,1.47,1.902,3.89,0.162,0.083,"2","none","halo ",202.12,"CD-571633",106.62063,-57.45809
125,"HD63765",5432.0,4.47,-0.16,5.529,4.356,1.534,2.584,-0.026,0.05,"2","jup ","thin ",856.19,"HD63765",116.95717,-54.26414
84,"HD62849",5338.0,3.66,-0.17,2.684,0.075,0.819,4.133,0.006,0.036,"2","none","thin ",294.2,"HD62849",115.84839,-52.50792
653,"HD61902",6209.0,4.22,-0.62,8.043,0.722,1.839,5.03,0.162,0.04,"2","none","thin ",270.13,"HD61902",114.72356,-51.08336
206,"HD59468",5618.0,4.39,0.03,6.297,3.437,0.897,2.99,0.001,0.032,"2","none","thin ",2005.17,"HD59468",111.8561,-51.4026
289,"HD41248",5713.0,4.47,-0.37,8.862,3.361,1.832,3.009,0.079,0.044,"2","none","thin ",381.77,"HD41248",90.13659,-56.16183
74,"HD56380",5317.0,4.43,-0.42,12.153,1.128,0.663,2.581,0.216,0.061,"2","none","thick",311.2,"HD56380",108.50429,-51.46899
56,"HD68607",5215.0,4.51,0.07,4.56,4.208,0.696,2.392,0.004,0.077,"2","none","thin ",775.38,"HD68607",122.79035,-46.2974
635,"HD75289",6161.0,4.23,0.3,0.833,0.611,3.648,4.82,-0.176,0.021,"2","jup ","thin ",1165.12,"HD75289",131.91829,-41.73679
602,"HD73121",6091.0,4.18,0.09,3.976,0.727,2.741,4.659,-0.04,0.02,"2","none","thin ",597.78,"HD73121",128.80224,-39.97045
559,"HD73524",6017.0,4.33,0.16,1.599,1.205,2.564,4.104,-0.111,0.022,"2","none","thin ",576.0,"HD73524",129.3333,-40.14767
91,"HD62847",5362.0,4.54,-0.25,6.264,4.605,1.844,2.388,0.121,0.061,"2","none","thin ",186.24,"HD62847",115.96684,-46.85232
498,"HD65982",5947.0,4.34,-0.1,6.309,1.536,2.575,3.864,0.037,0.024,"2","none","thin ",152.11,"HD65982",119.9067,-43.29893
626,"HD66039",6149.0,4.38,0.17,0.713,0.573,2.052,4.474,-0.121,0.022,"2","none","thin ",184.97,"HD66039",119.9949,-41.7041
252,"HD70642",5668.0,4.39,0.18,3.801,2.646,1.57,3.08,0.046,0.03,"2","jup ","thin ",158.31,"HD70642",125.36724,-39.70541
128,"HD71835",5438.0,4.43,-0.04,6.526,4.339,1.496,2.67,0.002,0.042,"2","none","thin ",434.83,"HD71835",127.04992,-36.72299
516,"HD68978A",5965.0,4.39,0.04,1.909,1.526,2.756,3.819,-0.033,0.029,"2","none","thin ",1148.72,"HD68978",123.39374,-31.73538
404,"HD44594",5840.0,4.32,0.15,3.352,2.021,2.305,3.605,-0.028,0.022,"2","none","thin ",693.11,"HD44594",95.02556,-48.74109
293,"HD45289",5717.0,4.29,-0.02,9.827,1.501,1.532,3.377,0.021,0.027,"2","none","hamr ",631.68,"HD45289",96.10146,-42.84752
330,"HD41323",5756.0,4.52,-0.31,5.792,3.778,1.853,3.002,-0.161,0.054,"2","none","thin ",415.03,"HD41323",90.56113,-44.00931
95,"HD44804",5366.0,4.54,0.03,3.457,3.271,2.801,2.39,-0.053,0.052,"2","none","thin ",293.55,"HD44804",95.48692,-40.88069
93,"HD61051",5363.0,4.43,-0.1,10.504,2.635,0.896,2.608,0.104,0.047,"2","none","hamr ",225.08,"HD61051",113.98402,-32.84142
450,"HD67458",5891.0,4.46,-0.16,3.93,2.622,2.305,3.462,-0.047,0.032,"2","none","thin ",926.56,"HD67458",121.75218,-29.40294
219,"HD50806",5633.0,4.11,0.03,9.496,0.492,1.491,3.576,0.056,0.027,"2","none","hamr ",1904.1,"HD50806",103.39143,-28.53979
522,"HD54521",5973.0,4.45,-0.01,1.718,1.46,2.297,3.724,-0.088,0.027,"2","none","thin ",123.26,"HD54521",107.00748,-27.75677
221,"HD61447",5637.0,4.36,0.17,3.774,2.861,1.843,3.083,-0.05,0.039,"2","none","thin ",106.13,"HD61447",114.57212,-27.14552
304,"HD61986",5725.0,4.45,-0.34,10.386,2.279,1.541,3.074,-0.186,0.065,"2","none","thin ",410.28,"HD61986",115.22657,-26.36351
476,"HD55693",5914.0,4.35,0.29,1.877,1.352,3.075,3.747,0.028,0.028,"2","none","thin ",927.99,"HD55693",108.26114,-24.22557
294,"HD77110",5717.0,4.45,-0.5,12.147,1.099,1.544,3.057,0.028,0.074,"2","none","thick",436.84,"HD77110",134.82443,-35.31031
75,"HD82783",5318.0,4.49,0.21,3.914,3.652,0.677,2.462,0.059,0.077,"2","none","hamr ",236.86,"HD82783",143.36233,-30.66699
96,"HD73267",5373.0,4.43,0.05,6.991,4.386,0.79,2.615,-0.009,0.059,"2","jup ","hamr ",345.63,"HD73267",129.07407,-34.45998
61,"HD72673",5243.0,4.55,-0.41,7.16,4.859,0.501,2.316,-0.025,0.155,"2","none","thin ",2021.08,"HD72673",128.21457,-31.50085
166,"HD73256",5526.0,4.44,0.23,2.189,2.075,3.232,2.751,-0.017,0.042,"2","jup ","thin ",901.57,"HD73256",129.0959,-30.03762
272,"HD71334",5694.0,4.35,-0.09,8.28,2.734,1.389,3.21,0.003,0.032,"2","none","thin ",379.69,"HD71334",126.45632,-29.93059
535,"HD85725",5986.0,3.86,0.15,2.695,0.188,6.017,4.944,-0.037,0.03,"2","none","thin ",614.74,"HD85725",148.24178,-27.33217
342,"HD88084",5766.0,4.38,-0.1,7.223,2.652,1.028,3.305,-0.005,0.026,"2","none","thin ",197.1,"HD88084",152.28436,-15.4945
538,"HD82943",5989.0,4.34,0.26,1.249,0.978,1.389,3.994,-0.027,0.02,"2","jup ","thin ",2001.69,"HD82943",143.7114,-12.12955
578,"HD70889",6051.0,4.38,0.11,1.064,0.908,3.068,4.119,-0.077,0.019,"2","none","thin ",1025.31,"HD70889",125.88255,-27.82235
715,"HD66740",6666.0,4.13,0.04,0.686,0.432,4.586,5.5,-0.048,0.028,"2","none","thin ",150.04,"HD66740",121.00545,-26.97332
226,"HD72769",5640.0,4.34,0.3,5.39,2.276,1.493,3.128,-0.015,0.034,"2","none","thin ",396.3,"HD72769",128.44044,-23.35555
648,"HD63754",6200.0,4.05,0.21,2.595,0.23,4.813,5.333,-0.065,0.039,"2","none","thin ",229.53,"HD63754",117.4386,-20.20763
574,"HD71685",6038.0,4.47,-0.37,4.963,2.589,2.759,3.894,0.11,0.038,"2","none","thin ",118.87,"HD71685",127.07039,-14.58783
13,"HD65562",5018.0,4.51,-0.13,7.508,4.749,0.327,2.454,0.059,0.094,"2","none","hamr ",464.28,"HD65562",119.71741,-13.31522
220,"HD66221",5635.0,4.4,0.17,5.59,2.926,1.858,2.999,-0.035,0.034,"2","none","thin ",536.36,"HD66221",120.52235,-12.80462
110,"HD69830",5402.0,4.45,-0.06,6.508,4.429,0.719,2.598,-0.036,0.055,"2","nept","thin ",2012.16,"HD69830",124.59978,-12.63217
283,"HD78558",5711.0,4.34,-0.44,12.886,0.455,1.394,3.265,0.31,0.032,"2","none","thick",425.55,"HD78558",137.10516,-15.14479
663,"HD75881",6239.0,4.26,0.07,2.952,0.453,5.738,5.073,-0.021,0.043,"2","none","thin ",127.87,"HD75881",133.08505,-12.80869
401,"HD78612",5834.0,4.21,-0.24,10.214,0.804,1.542,3.809,0.07,0.029,"2","none","thin ",607.67,"HD78612",137.20745,-10.75751
366,"HD78538",5786.0,4.46,-0.03,2.103,1.889,3.076,3.191,-0.11,0.034,"2","none","thin ",355.16,"HD78538",137.19569,-5.11609
367,"HD76151",5788.0,4.44,0.12,1.568,1.421,1.059,3.236,-0.036,0.033,"2","none","thin ",325.58,"HD76151",133.57478,-5.43446
182,"HD74014",5561.0,4.34,0.22,6.275,3.106,1.581,3.0,0.005,0.036,"2","none","thin ",386.16,"HD74014",130.32734,-4.80894
388,"HD149747",5823.0,3.9,-0.34,3.233,0.088,3.971,4.401,0.035,0.045,"2","none","thin ",166.58,"HD149747",259.99782,-87.24295
165,"HD112540",5523.0,4.54,-0.17,5.2,4.017,1.789,2.547,0.094,0.046,"2","none","thin ",175.22,"HD112540",197.08594,-87.21931
158,"HD142022A",5508.0,4.38,0.19,6.394,3.7,1.536,2.848,-0.071,0.05,"2","jup ","thin ",249.1,"HD142022A",242.56261,-84.23161
621,"HD145344",6143.0,4.25,-0.68,9.253,0.825,1.389,4.711,0.132,0.051,"2","none","thin ",187.81,"HD145344",246.88478,-83.47597
373,"HD131218",5797.0,4.5,-0.06,2.267,2.044,2.54,3.137,0.112,0.036,"2","none","thin ",61.29,"HD131218",224.91344,-78.51086
59,"HD137388",5240.0,4.51,0.18,4.7,4.169,0.702,2.396,0.091,0.077,"2","jup ","thin ",243.85,"HD137388",233.91634,-80.20459
232,"HD115674",5649.0,4.47,-0.17,4.95,3.719,1.504,2.885,0.06,0.034,"2","none","thin ",249.88,"HD115674",200.7503,-81.31011
596,"HD123517",6082.0,3.96,0.09,2.478,0.222,5.65,5.067,-0.018,0.031,"2","none","thin ",209.56,"HD123517",213.49951,-78.89772
530,"HD122862",5982.0,4.14,-0.12,6.718,0.561,1.842,4.372,0.014,0.022,"2","none","thin ",1338.76,"HD122862",212.11318,-74.85029
459,"HD131664",5901.0,4.43,0.31,1.184,0.988,2.563,3.55,-0.052,0.032,"2","jup ","thin ",434.04,"HD131664",225.02533,-73.53534
218,"HD134606",5633.0,4.38,0.27,5.191,2.553,1.562,3.036,0.024,0.037,"2","jup ","thin ",505.93,"HD134606",228.81268,-70.51962
200,"HD131565",5612.0,4.47,-0.16,4.235,3.516,1.542,2.82,0.046,0.055,"2","none","thin ",108.3,"HD131565",224.53962,-68.59076
519,"HD150139",5968.0,4.2,-0.51,10.72,0.862,1.838,4.208,0.172,0.04,"2","none","thin ",243.79,"HD150139",251.36196,-71.83982
111,"HD144342",5403.0,4.52,0.07,3.487,3.313,2.798,2.458,0.002,0.051,"2","none","thin ",178.61,"HD144342",242.10887,-58.42953
15,"HD144628",5022.0,4.58,-0.45,7.901,4.404,0.223,2.311,0.307,0.087,"1-6757","none","thin ",961.94,"HD144628",242.42831,-56.44515
282,"HD115585",5711.0,4.25,0.35,5.425,1.237,1.771,3.445,-0.031,0.035,"2","none","thin ",339.24,"HD115585",199.96078,-70.85502
633,"HD128571",6159.0,4.26,-0.37,6.743,1.199,2.301,4.752,0.196,0.042,"2","none","thin ",70.61,"HD128571",220.16296,-65.41834
572,"HD125881",6036.0,4.38,0.06,1.278,1.09,2.055,4.068,-0.05,0.024,"2","none","thin ",584.19,"HD125881",216.19157,-63.70657
462,"HD126793",5904.0,4.36,-0.71,12.75,0.573,1.796,3.698,0.256,0.053,"2","none","thick",276.23,"HD126793",217.55274,-62.86235
138,"HD111232",5460.0,4.47,-0.43,12.349,0.953,1.374,2.612,0.244,0.051,"2","jup ","thick",589.39,"HD111232",192.21564,-68.42515
8,"HD106275",4978.0,4.5,-0.13,7.185,4.862,0.505,2.0,0.206,0.12,"2","none","thin ",259.72,"HD106275",183.46606,-69.06045
26,"HD109200",5056.0,4.51,-0.35,8.636,4.203,0.26,2.43,-0.01,0.13,"2","none","thin ",966.75,"HD109200",188.38076,-68.75581
208,"HD120344",5623.0,4.42,-0.19,9.612,2.807,1.844,2.939,0.184,0.035,"2","none","thin ",144.43,"HD120344",207.70151,-62.90521
46,"HD119782",5120.0,4.53,-0.07,6.542,4.769,0.895,2.362,0.074,0.083,"2","none","thin ",479.7,"HD119782",206.67511,-56.8501
562,"HD121504",6022.0,4.39,0.14,1.067,0.913,2.767,4.001,-0.074,0.021,"2","jup ","thin ",526.01,"HD121504",209.32183,-56.04004
517,"HD134060",5966.0,4.34,0.14,2.057,1.5,2.564,3.922,-0.07,0.022,"2","jup ","thin ",651.78,"HD134060",227.68643,-61.42232
176,"HD128674",5551.0,4.52,-0.38,9.748,3.233,0.73,2.626,0.043,0.066,"2","none","thin ",267.88,"HD128674",220.11776,-57.02956
222,"HD126525",5638.0,4.36,-0.1,8.37,3.122,1.54,3.085,0.042,0.03,"2","jup ","thin ",531.61,"HD126525",216.88738,-51.93309
17,"HD127124",5030.0,4.55,-0.03,5.034,4.471,0.505,2.366,-0.032,0.102,"2","none","thin ",218.48,"HD127124",217.81708,-51.38244
245,"HD136352",5664.0,4.38,-0.34,12.168,1.1,1.546,3.092,0.138,0.034,"2","nept","thick",881.57,"HD136352",230.45063,-48.31763
704,"HD135468",6417.0,4.0,-0.02,2.37,0.177,5.524,6.4,-0.123,0.038,"2","none","thin ",322.3,"HD135468",229.22902,-46.20236
2,"HD129642",4919.0,4.54,-0.09,6.348,4.757,0.501,2.0,0.052,0.102,"2","none","hamr ",823.08,"HD129642",221.29058,-49.91628
118,"HD132648",5418.0,4.54,-0.37,7.743,4.483,1.379,2.431,-0.007,0.065,"2","none","thin ",783.81,"HD132648",225.47194,-47.00747
661,"HD161566",6230.0,4.03,-0.28,4.006,0.44,2.568,5.496,0.091,0.023,"2","none","thin ",411.7,"HD161566",267.60658,-61.92462
234,"HD161256",5652.0,4.26,0.14,9.024,1.476,1.846,3.31,0.017,0.031,"2","none","hamr ",151.73,"HD161256",267.09254,-60.66072
509,"HD145666",5958.0,4.44,-0.04,1.59,1.363,2.055,3.697,-0.048,0.022,"2","none","thin ",667.24,"HD145666",243.76733,-56.37454
386,"HD145927",5819.0,4.36,-0.03,6.43,2.188,1.343,3.471,0.037,0.023,"2","none","thin ",130.36,"HD145927",244.02675,-52.81455
212,"HD147518",5626.0,4.4,-0.63,12.863,0.478,1.385,2.984,0.316,0.045,"2","none","thick",158.86,"HD147518",246.23483,-51.42895
117,"HD145598",5417.0,4.53,-0.78,13.183,0.0,1.382,2.45,0.512,0.062,"2","none","thick",200.08,"HD145598",243.54138,-50.78488
418,"HD151933",5849.0,4.23,-0.21,9.921,1.036,1.835,3.808,0.047,0.035,"2","none","thin ",127.73,"HD151933",253.28382,-51.7179
714,"HD151772",6631.0,4.47,-0.36,2.221,0.93,6.767,5.5,0.065,0.056,"2","none","thin ",198.3,"HD151772",252.97001,-49.11505
666,"HD148156",6251.0,4.33,0.25,0.8,0.578,5.65,4.984,-0.024,0.029,"2","jup ","thin ",453.2,"HD148156",247.07202,-46.31763
360,"HD160691",5780.0,4.23,0.3,5.124,1.122,2.329,3.637,-0.045,0.033,"2","jup ","thin ",2007.01,"HD160691",266.03627,-51.83405
465,"HD156411",5910.0,3.92,-0.11,3.793,0.046,2.648,4.595,0.018,0.022,"2","jup ","thin ",659.56,"HD156411",259.96417,-48.54932
601,"HD162396",6090.0,4.15,-0.35,7.224,0.557,0.766,4.715,0.0,0.03,"2","none","thin ",1017.71,"HD162396",268.2191,-41.99652
591,"HD153950",6074.0,4.27,-0.01,4.676,0.932,3.111,4.418,-0.09,0.022,"2","jup ","thin ",556.18,"HD153950",256.12863,-43.30977
174,"HD157830",5540.0,4.51,-0.25,5.834,4.283,0.855,2.63,-0.104,0.084,"2","none","thin ",465.17,"HD157830",261.84147,-38.06145
569,"HD157338",6027.0,4.34,-0.08,4.284,1.664,1.843,4.118,-0.016,0.022,"2","none","thin ",1274.22,"HD157338",261.03642,-34.79845
510,"HD154195A",5961.0,4.39,-0.19,5.043,2.362,2.655,3.806,0.082,0.032,"2","none","thin ",182.5,"HD154195",256.34359,-33.77035
708,"HD156098",6517.0,3.91,0.18,1.602,0.08,7.208,5.5,-0.131,0.036,"2","none","thin ",510.54,"HD156098",259.26519,-32.66284
507,"HD143638",5954.0,4.39,-0.27,7.537,1.895,2.097,3.785,0.113,0.026,"2","none","thin ",239.96,"HD143638",240.97325,-50.94272
5,"HD330075",4958.0,4.42,0.05,6.685,4.891,0.734,2.0,0.098,0.106,"2","jup ","hamr ",401.83,"HD330075",237.40706,-49.96352
329,"HD140785",5756.0,4.08,-0.05,7.754,0.301,1.861,3.882,-0.069,0.032,"2","none","thin ",140.99,"HD140785",236.80359,-42.20472
544,"HD135625",6003.0,4.22,0.12,4.365,0.874,3.595,4.279,-0.043,0.022,"2","none","thin ",405.14,"HD135625",229.4517,-45.92242
199,"HD140901",5610.0,4.46,0.09,3.198,2.762,2.557,2.837,-0.041,0.033,"2","none","thin ",774.1,"HD140901",236.87125,-37.91631
240,"HD149396",5657.0,4.46,0.19,2.18,1.967,2.098,2.919,-0.007,0.033,"2","none","thin ",465.72,"HD149396",248.98184,-37.36306
424,"HD147513",5858.0,4.44,0.03,1.605,1.44,2.07,3.412,-0.097,0.028,"2","jup ","thin ",1097.68,"HD147513",246.00538,-39.19298
622,"HD152433",6144.0,4.35,-0.1,3.623,1.403,1.843,4.514,0.034,0.031,"2","none","thin ",114.23,"HD152433",253.6686,-32.19016
97,"HD154088",5374.0,4.43,0.28,5.501,4.067,1.056,2.616,0.063,0.061,"2","nept","thin ",684.78,"HD154088",256.11601,-28.58268
393,"HD150437",5826.0,4.24,0.3,4.425,1.126,2.768,3.729,-0.066,0.032,"2","none","thin ",127.24,"HD150437",250.53045,-29.12499
709,"HD143790",6557.0,3.8,-0.06,1.882,0.079,6.444,5.5,-0.072,0.035,"2","none","thin ",457.71,"HD143790",240.89316,-32.00053
628,"HD144880",6152.0,4.24,-0.3,6.407,0.799,2.325,4.765,-0.013,0.036,"2","none","thin ",121.2,"HD144880",242.29635,-32.10034
605,"HD144846",6102.0,4.4,0.13,0.917,0.751,1.561,4.258,0.025,0.027,"2","none","thin ",92.7,"HD144846",242.26765,-30.2587
354,"HD143114",5775.0,4.35,-0.41,12.34,0.923,1.387,3.385,0.215,0.031,"2","none","thick",308.28,"HD143114",239.90945,-29.63256
698,"HD144589",6372.0,4.05,-0.05,2.762,0.398,5.139,6.084,-0.021,0.036,"2","none","thin ",249.85,"HD144589",241.91174,-29.96247
581,"HD145377",6054.0,4.42,0.12,0.857,0.732,3.605,4.049,-0.082,0.021,"2","jup ","thin ",698.41,"HD145377",242.90186,-27.07818
499,"HD148211",5948.0,4.28,-0.62,12.123,0.804,0.76,3.987,0.175,0.043,"2","none","thick",779.67,"HD148211",246.80375,-22.1268
672,"HD108147",6260.0,4.29,0.18,0.664,0.518,5.603,5.102,-0.136,0.029,"2","jup ","thin ",916.02,"HD108147",186.44278,-64.02209
247,"HD111777",5666.0,4.45,-0.68,12.922,0.414,1.822,2.956,0.311,0.058,"2","none","thick",309.55,"HD111777",193.04852,-56.57444
555,"HD106290",6012.0,4.45,0.13,1.139,0.983,2.015,3.848,0.075,0.029,"2","none","thin ",69.08,"HD106290",183.46989,-55.2074
652,"HD105938",6208.0,4.11,0.03,3.186,0.476,4.66,5.246,-0.122,0.03,"2","none","thin ",215.96,"HD105938",182.9088,-54.41764
539,"HD117618",5990.0,4.32,0.03,3.905,1.603,2.605,4.037,-0.005,0.02,"2","jup ","thin ",613.22,"HD117618",203.10648,-47.27136
278,"HD114853",5705.0,4.42,-0.23,9.303,2.751,1.541,3.093,0.001,0.033,"2","none","thin ",1124.78,"HD114853",198.46761,-45.1858
430,"HD124785",5867.0,4.14,-0.56,8.009,0.217,3.92,4.036,0.247,0.04,"2","none","thick",397.18,"HD124785",214.23916,-50.28136
191,"HD124364",5584.0,4.49,-0.27,6.284,4.177,1.839,2.735,-0.046,0.05,"2","none","thin ",451.62,"HD124364",213.60344,-48.14664
665,"HD119629",6250.0,3.99,-0.17,3.205,0.326,3.685,5.66,0.02,0.029,"2","none","thin ",197.81,"HD119629",206.36384,-48.79166
483,"HD123651",5926.0,4.47,-0.48,9.659,2.273,2.255,3.542,0.026,0.058,"2","none","thin ",116.71,"HD123651",212.52005,-46.26945
6,"HD130930",4963.0,4.56,-0.01,6.54,4.754,0.507,2.0,0.168,0.116,"2","none","hamr ",293.64,"HD130930",223.0739,-43.81819
353,"HD108309",5775.0,4.19,0.12,7.489,1.047,0.908,3.705,0.01,0.023,"2","none","thin ",698.76,"HD108309",186.70059,-48.91319
183,"HD107094",5562.0,4.55,-0.51,8.567,4.049,1.542,2.582,0.075,0.074,"2","none","thin ",287.16,"HD107094",184.73529,-45.88155
445,"HD109409",5886.0,4.09,0.33,3.687,0.594,2.57,4.188,-0.08,0.03,"2","none","thin ",597.53,"HD109409",188.67664,-44.67302
688,"HD115773",6312.0,4.02,-0.08,2.961,0.392,1.816,5.869,-0.076,0.027,"2","none","thin ",237.64,"HD115773",199.9929,-41.19066
311,"HD114613",5729.0,3.94,0.19,4.45,0.495,1.844,4.103,-0.071,0.021,"2","jup ","thin ",2005.8,"HD114613",198.01326,-37.80302
345,"HD113679",5768.0,4.22,-0.61,13.016,0.315,1.842,3.629,0.323,0.036,"2","none","halo ",192.95,"HD113679",196.4701,-38.51666
463,"HD105837",5907.0,4.47,-0.51,10.245,2.072,1.854,3.487,0.104,0.044,"2","none","thin ",394.32,"HD105837",182.74139,-46.32198
230,"HD109723",5647.0,4.46,-0.04,2.582,2.432,2.841,2.901,0.094,0.05,"2","none","thin ",65.02,"HD109723",189.28531,-41.99539
595,"HD108063",6081.0,3.99,0.55,1.856,0.108,4.847,5.003,-0.111,0.049,"2","none","thin ",221.59,"HD108063",186.28549,-42.51431
504,"HD104760A",5953.0,4.34,0.12,1.987,1.541,2.766,3.882,-0.032,0.023,"2","none","thin ",122.81,"HD104760",180.94289,-44.12281
202,"HD110619",5613.0,4.51,-0.41,8.925,3.636,0.833,2.742,0.019,0.048,"2","none","thin ",373.56,"HD110619",190.92802,-37.70814
419,"HD110668",5850.0,4.39,0.17,2.954,1.972,1.947,3.491,0.037,0.032,"2","none","thin ",106.52,"HD110668",190.99318,-35.12311
40,"HD109988",5100.0,4.44,0.13,7.403,4.801,0.585,2.549,0.209,0.086,"2","none","thin ",220.05,"HD109988",189.81569,-32.72608
250,"HD117207",5667.0,4.31,0.22,5.105,2.497,1.581,3.238,-0.076,0.032,"2","jup ","thin ",252.6,"HD117207",202.33797,-35.571
397,"HD114561",5829.0,4.45,-0.07,3.808,2.661,2.057,3.317,0.001,0.03,"2","none","thin ",130.45,"HD114561",197.93816,-35.61871
409,"HD114729",5844.0,4.13,-0.28,9.048,0.412,0.786,3.995,0.031,0.027,"2","jup ","thin ",977.81,"HD114729",198.18441,-31.87335
32,"HD114747",5086.0,4.53,0.21,5.87,4.754,0.679,2.375,0.29,0.129,"2","none","hamr ",685.97,"HD114747",198.22626,-30.71176
547,"HD111564",6004.0,4.27,0.07,3.055,1.61,1.844,4.182,-0.032,0.02,"2","none","thin ",299.75,"HD111564",192.5841,-30.57709
448,"HD117105",5889.0,4.34,-0.29,10.079,1.484,1.381,3.696,0.011,0.03,"2","none","thin ",467.32,"HD117105",202.1273,-27.39185
363,"HD134702",5782.0,4.46,-0.04,3.495,2.676,2.567,3.182,0.034,0.032,"2","none","thin ",126.53,"HD134702",228.12641,-35.91894
189,"HD138549",5582.0,4.45,0.0,4.182,3.386,1.851,2.812,0.021,0.03,"2","none","thin ",659.61,"HD138549",233.47316,-31.01905
427,"HD134664",5865.0,4.46,0.1,1.688,1.47,1.538,3.391,-0.032,0.023,"2","none","thin ",381.34,"HD134664",228.04314,-30.88629
114,"HD136894",5412.0,4.41,-0.1,8.701,3.96,0.589,2.686,-0.039,0.065,"2","none","thin ",935.91,"HD136894",231.01012,-27.30522
317,"HD134987",5740.0,4.27,0.25,5.797,1.479,2.305,3.467,0.004,0.035,"2","jup ","thin ",1312.24,"HD134987",228.36945,-25.30935
253,"HD131183",5670.0,4.23,0.09,9.476,1.265,1.843,3.404,-0.009,0.023,"2","none","hamr ",194.86,"HD131183",223.15451,-25.45476
679,"HD141597",6285.0,4.18,-0.4,5.509,1.087,2.272,5.43,0.257,0.051,"2","none","thick",109.33,"HD141597",237.66604,-23.25819
